task,image_id,lpips,ssim,psnr,image_reward,fid
adding,2328,0.11689289659261703,0.8922793993674883,19.517942596553496,1.2137619256973267,
adding,2332,0.13830287754535675,0.9012687686580874,17.98217815274566,1.081861972808838,
adding,2335,0.33875855803489685,0.8817319899700196,15.903931607616364,0.6990318894386292,
adding,2342,0.15511733293533325,0.8628576615324753,18.090677267089873,1.6684539318084717,
adding,2344,0.2599738836288452,0.7985727902469789,14.573100826910007,0.9992406964302063,
adding,2360,0.23863999545574188,0.8579597302686605,15.406039079080493,0.5047248005867004,
adding,2414,0.17852799594402313,0.9218349975619531,21.30079506511396,0.517376720905304,
adding,2426,0.1196158155798912,0.9130626303900655,23.99868440725108,-0.20828461647033691,
adding,2445,0.15236656367778778,0.8946711677684518,19.767819409020003,0.8766190409660339,
adding,2446,0.09514179825782776,0.9185146127540532,20.203382074706447,1.988994836807251,
adding,2513,0.22464905679225922,0.8858374512802625,15.814151940157792,0.2637692391872406,
adding,2519,0.18967461585998535,0.9186134636027298,19.803133173294114,1.444227933883667,
adding,2535,0.08401566743850708,0.9425882831220947,25.688769687751723,-1.239884376525879,
adding,2564,0.3063797056674957,0.7346048563628069,12.161008389680765,0.6543885469436646,
adding,2607,0.08582741022109985,0.9635868185218938,27.77709891359573,0.22346259653568268,
adding,2618,0.2507813572883606,0.8208409282753063,17.781840656601062,0.9739658832550049,
adding,2619,0.23459488153457642,0.881254092129165,17.0625562745683,0.9950158596038818,
adding,2631,0.273379921913147,0.788359375743271,14.48578833229745,-0.024327866733074188,
adding,2635,0.1516188681125641,0.8094389370010399,13.492258500628509,0.3653976321220398,
adding,2654,0.18734772503376007,0.9225660531183365,18.321851848990967,0.39917781949043274,
adding,2660,0.16860751807689667,0.8704943488432294,20.303357236418947,0.010120217688381672,
adding,2669,0.34481894969940186,0.6544471877180441,12.075050082474167,0.0059664808213710785,
adding,2680,0.20696362853050232,0.8357377474385341,15.327183151745992,0.6111737489700317,
adding,2684,0.3149327039718628,0.9029236566806039,16.831256684125734,0.2840594947338104,
adding,2698,0.17997679114341736,0.8751960332539398,17.54444008404552,0.7682715058326721,
adding,2708,0.14887726306915283,0.9131146199805356,18.44022988037256,0.9517079591751099,
adding,2721,0.2584678530693054,0.8508391613599642,13.399732153965417,0.43243348598480225,
adding,2723,0.08394870162010193,0.9409775401473146,24.350862590027596,-0.15667188167572021,
adding,2731,0.25129348039627075,0.7943589278665529,13.611012871948882,0.1377296894788742,
adding,2732,0.20747524499893188,0.9004222140123715,18.270569741727726,1.6154789924621582,
adding,2734,0.30565714836120605,0.4019865474187691,10.24390395183455,1.1649619340896606,
adding,2748,0.04166219383478165,0.9750204409952801,31.482503604630196,-0.2980659306049347,
adding,2767,0.14841026067733765,0.9143248595977319,21.697610618389284,0.18017248809337616,
adding,2769,0.07314891368150711,0.9328310489371971,21.309273879642273,-0.0009603837388567626,
adding,2792,0.16836152970790863,0.8813193951482597,21.450045987354407,1.3862359523773193,
adding,2793,0.10869249701499939,0.8864920202913975,22.613527787562653,1.3228954076766968,
adding,2837,0.13801462948322296,0.9478292440887083,26.809976837388568,0.618282675743103,
adding,2839,0.3660659193992615,0.7320635420085996,12.739713947028603,0.45724377036094666,
adding,2850,0.08133263140916824,0.9529810746501725,23.69728810077913,-0.07155457884073257,
adding,2859,0.14103609323501587,0.832884171106859,17.68236861891605,0.7162371277809143,
adding,2873,0.28227221965789795,0.8437736419756859,16.960700151368652,0.6402990221977234,
adding,2877,0.13242292404174805,0.9514579154661621,21.012015510440456,-0.6587470173835754,
adding,2895,0.09483827650547028,0.9241592160457411,24.01102321577642,0.34312862157821655,
adding,2930,0.18192565441131592,0.8169591076584716,15.322597113053098,1.4477521181106567,
adding,2941,0.12329491227865219,0.9296003036117613,19.72815350257666,0.45625540614128113,
adding,2948,0.1357882022857666,0.8964866541810826,21.854585267999227,0.7178890705108643,
adding,2955,0.3205142021179199,0.771121260517198,14.133746937154466,0.15170016884803772,
adding,2974,0.20773446559906006,0.967089316041336,27.48797322230656,0.3056546449661255,
adding,3013,0.13463883101940155,0.9302308338662261,24.886562453252736,0.6061068773269653,
adding,3024,0.4972945749759674,0.463038153881768,6.182401443900013,0.05934610217809677,
adding,3037,0.10981927812099457,0.9042936540003641,19.423883557296406,0.7189080119132996,
adding,3039,0.44098663330078125,0.4333358772794513,18.464395313175952,-0.1652720868587494,
adding,3041,0.24279966950416565,0.8780216891693436,15.697103889612304,0.5226921439170837,
adding,3044,0.29911136627197266,0.872050325950581,17.347126105109233,-1.165956735610962,
adding,3050,0.21726417541503906,0.8760184569144772,19.03343306660261,1.6430385112762451,
adding,3067,0.09184035658836365,0.9605060658719555,25.49916517883726,0.2742827534675598,
adding,3098,0.30972564220428467,0.24800702684995082,8.729772220042033,0.4840848743915558,
adding,3102,0.15255235135555267,0.9447827964010814,22.725749818657302,0.7599499225616455,
adding,3104,0.1752498745918274,0.9153878911384123,21.964489993896525,0.6957988142967224,
adding,3109,0.39425885677337646,0.42082078873933776,13.97244135289631,-1.0960761308670044,
adding,3112,0.28350552916526794,0.8918234407914626,17.42949206344837,0.6148032546043396,
adding,3131,0.156135693192482,0.9063959917673468,16.540005132627613,0.3081441819667816,
adding,3152,0.44923052191734314,0.7191238265035705,11.447885627505528,0.25983092188835144,
adding,3179,0.1678222119808197,0.8770476128850245,19.651680553529513,0.5964725613594055,
adding,3210,0.1342296153306961,0.890149881731011,17.2711113930492,-0.856341540813446,
adding,3214,0.09653536230325699,0.9369250820860971,22.148666356926174,0.22410078346729279,
adding,3226,0.23896381258964539,0.7971899616290287,15.107285658930326,1.1392208337783813,
adding,3228,0.06448104977607727,0.956300687219206,22.940846817108593,1.5703048706054688,
adding,3233,0.41352710127830505,0.3671090357712024,15.181614435399528,0.233962744474411,
adding,3247,0.27663469314575195,0.9086733515671676,19.503640046372514,1.2559040784835815,
adding,3254,0.29596781730651855,0.7739877446315039,15.07509648357063,1.136227011680603,
adding,3278,0.15365710854530334,0.8907515474674353,22.76772536266487,-0.6690977215766907,
adding,3292,0.14047040045261383,0.9539735132782998,24.794131863570176,-1.5397154092788696,
adding,3297,0.11858193576335907,0.8743205692740736,15.860829819361175,1.453216314315796,
