task,image_id,lpips,ssim,psnr,image_reward,i2i_clip,i2t_clip,fid
replacing,244,0.08964817970991135,0.9248788135566155,21.096465417700916,-0.698419451713562,0.9061883687973022,0.24803264439105988,
replacing,365,0.125453382730484,0.890964650350853,17.963833502268937,-0.5007382035255432,0.860998809337616,0.275750070810318,
replacing,601,0.1461746245622635,0.8569711054287841,15.126493486406197,-0.47774749994277954,0.7843353748321533,0.2444336861371994,
replacing,807,0.09612583369016647,0.9179304077009548,22.60164778810575,-2.0789804458618164,0.9014252424240112,0.24748821556568146,
replacing,1498,0.3597121834754944,0.5335303276556579,16.237920204304196,-0.35956698656082153,0.8751288652420044,0.25074782967567444,
replacing,1549,0.06396599113941193,0.956818363108845,25.747144851753553,-1.797804355621338,0.9173228740692139,0.2356514036655426,
replacing,1961,0.4485040307044983,0.41565718832134096,14.707088620996643,0.9622220396995544,0.8921597599983215,0.3046441376209259,
replacing,2038,0.11423224955797195,0.8819155655952716,20.016492963101683,-1.684378743171692,0.883206844329834,0.2532072365283966,
replacing,2329,0.2794385850429535,0.7242840301025962,17.853722269599544,0.29972463846206665,0.8960546255111694,0.2922672927379608,
replacing,2330,0.1502470076084137,0.8958860754227751,22.650559423076952,-1.9989696741104126,0.9336550235748291,0.2799386978149414,
replacing,2337,0.33033618330955505,0.8453738723541493,18.56819725657021,-0.9597100019454956,0.9108588695526123,0.2816351056098938,
replacing,2341,0.09643363207578659,0.8627933884907844,20.957542117403214,-1.802842617034912,0.9227785468101501,0.26120686531066895,
replacing,2358,0.13964223861694336,0.8583027244480664,18.711752349990874,-0.25453656911849976,0.8822081685066223,0.27297502756118774,
replacing,2362,0.7323304414749146,0.45257394960373104,5.501103185628345,-1.5466033220291138,0.6007280349731445,0.29750293493270874,
replacing,2363,0.06318043172359467,0.9642681952663957,27.3876973002631,-1.6790831089019775,0.98228520154953,0.2626766562461853,
replacing,2364,0.312069833278656,0.6383157209020075,12.18400887648439,-1.3190953731536865,0.9428651332855225,0.2482951581478119,
replacing,2367,0.34302061796188354,0.5737416788763224,15.340056485042979,-0.3702649176120758,0.9300615787506104,0.2580658793449402,
replacing,2383,0.20512047410011292,0.7736974165637038,16.53897590088291,0.550536572933197,0.9245264530181885,0.2798319458961487,
replacing,2390,0.14574436843395233,0.8484714692956828,20.634719741086556,-0.23281776905059814,0.897735595703125,0.2840183675289154,
replacing,2391,0.8362387418746948,0.32857416533232375,10.533958902196929,-1.715322732925415,0.5916043519973755,0.2948075532913208,
replacing,2403,0.226133331656456,0.750509147424569,16.55896529725046,-0.1751680076122284,0.9238547086715698,0.26436638832092285,
replacing,2409,0.11443006992340088,0.928408636215088,21.040786710719367,0.468764066696167,0.9668948650360107,0.2880239486694336,
replacing,2422,0.17670653760433197,0.817815098205308,17.93115274944004,-1.0404776334762573,0.8400042653083801,0.2932361960411072,
replacing,2425,0.32842308282852173,0.7378854216666603,14.283194700637047,-1.5701466798782349,0.6818152070045471,0.29914239048957825,
replacing,2429,0.147123783826828,0.8696568802350367,19.36145897949445,-1.799085021018982,0.8470752835273743,0.27686363458633423,
replacing,2475,0.1706903874874115,0.8005916930723455,20.23592094085027,-0.6946125626564026,0.9488601088523865,0.2709296941757202,
replacing,2477,0.3231663107872009,0.6429832911839529,10.340296293114502,0.09736201912164688,0.8073895573616028,0.27425581216812134,
replacing,2478,0.343662291765213,0.6416815028392658,13.231646277086067,0.432202011346817,0.7206392288208008,0.29796600341796875,
replacing,2491,0.16312871873378754,0.8576451899170232,20.055951141272168,-1.3078551292419434,0.9347918629646301,0.252054899930954,
replacing,2499,0.25879645347595215,0.7953900429270789,20.389817880987195,-0.49644312262535095,0.8075888752937317,0.2782041132450104,
replacing,2506,0.19710861146450043,0.7949327543327529,19.1607763213211,-0.883230984210968,0.8544343709945679,0.2663643956184387,
replacing,2508,0.15117859840393066,0.8953992726188197,20.78679440589074,-0.08152890205383301,0.8283427953720093,0.31973254680633545,
replacing,2509,0.09309907257556915,0.9404360640374883,23.256818387928217,-0.4314998984336853,0.8775721788406372,0.3170397877693176,
replacing,2510,0.12632735073566437,0.8795401280929172,19.906313027768242,-0.7462947964668274,0.9465778470039368,0.24316218495368958,
replacing,2511,0.16481086611747742,0.8263581903129271,15.383588187372927,-0.8559509515762329,0.8830579519271851,0.2408851981163025,
replacing,2520,0.268779456615448,0.7490427550052868,15.549618750271833,-0.6097152233123779,0.8730051517486572,0.29433590173721313,
replacing,2522,0.1876388043165207,0.8541952540500758,17.22332560179368,-1.2147201299667358,0.8697671294212341,0.29656970500946045,
replacing,2523,0.4422246813774109,0.6433693044744304,21.7650433665667,0.31697049736976624,0.9145663976669312,0.2948036789894104,
replacing,2537,0.27890345454216003,0.7680302271859759,16.40190774184512,-1.080522894859314,0.7472149133682251,0.30846771597862244,
replacing,2538,0.22577103972434998,0.7902733593270108,21.938019093610936,0.36232712864875793,0.7630741596221924,0.3089222311973572,
replacing,2544,0.22118604183197021,0.8656130675569137,18.54300723185491,-1.0546468496322632,0.9160491824150085,0.2558610439300537,
replacing,2551,0.10659410804510117,0.9131949769169067,21.099084676269044,-0.3666921854019165,0.8097431063652039,0.27052661776542664,
replacing,2557,0.16335895657539368,0.8719473170882549,20.902605279776548,-1.4163278341293335,0.8690499067306519,0.23508775234222412,
replacing,2581,0.2246035635471344,0.8224498519990445,17.572707666475743,0.1926083117723465,0.8867281675338745,0.2978796362876892,
replacing,2582,0.2865159809589386,0.7695561929338487,16.94582145056617,0.29013746976852417,0.7745732069015503,0.26250001788139343,
replacing,2592,0.07514312863349915,0.9221728932516253,19.67902875849507,-2.160231828689575,0.9775046110153198,0.21576854586601257,
replacing,2598,0.13986088335514069,0.852099787122974,17.188036576621023,-1.9536688327789307,0.8347530364990234,0.25391873717308044,
replacing,2609,0.0679660215973854,0.9319346096546705,22.175088511269536,-0.7366958260536194,0.9248902797698975,0.2974452078342438,
replacing,2620,0.4079916477203369,0.6169745383491825,14.33452734179885,-1.066088080406189,0.7137165069580078,0.26622751355171204,
replacing,2640,0.05056482553482056,0.9460185188007201,23.700966308883245,-0.45299991965293884,0.9324985146522522,0.25407713651657104,
replacing,2641,0.1121915951371193,0.950612433261585,29.842606883528543,-2.2403550148010254,0.9770209193229675,0.20876245200634003,
replacing,2653,0.6327968239784241,0.49295758990720934,8.852056120909884,-2.113666296005249,0.7824191451072693,0.2465924322605133,
replacing,2656,0.4785556197166443,0.5355535156625232,12.690335202959986,-1.5434147119522095,0.6729414463043213,0.29968929290771484,
replacing,2658,0.06240564584732056,0.930931701232616,22.850239924995126,-1.232787013053894,0.9541387557983398,0.22033891081809998,
replacing,2668,0.09336529672145844,0.9174918396698161,20.9512852443073,-0.15850283205509186,0.9698817729949951,0.3182114064693451,
