task,image_id,lpips,ssim,psnr,image_reward,i2i_clip,i2t_clip,fid
adding,2328,0.16574567556381226,0.8395118223723966,17.525383509640882,1.6243252754211426,0.9277058839797974,0.2948986291885376,
adding,2332,0.18594470620155334,0.8872628662665661,16.30865410512861,1.1011658906936646,0.9084482192993164,0.32951119542121887,
adding,2335,0.2720094919204712,0.9486076763397451,21.787653330164485,0.6350774765014648,0.8062784075737,0.2769486904144287,
adding,2342,0.13911616802215576,0.8750051505816568,19.266442823281395,1.6843187808990479,0.8720110058784485,0.29151976108551025,
adding,2344,0.22359350323677063,0.8991040355270544,18.47595142856932,0.9115387797355652,0.9163764119148254,0.2582853436470032,
adding,2360,0.15783771872520447,0.920569649922311,21.255038262234464,0.5807405114173889,0.7839518785476685,0.2887951135635376,
adding,2414,0.14375516772270203,0.9438799285801437,24.74111091527776,0.4782828986644745,0.9043614268302917,0.269340455532074,
adding,2426,0.12847037613391876,0.8928405613852565,21.484706933972653,0.1492197960615158,0.8645046949386597,0.29244232177734375,
adding,2445,0.14242516458034515,0.9020314128120708,20.465046749756922,0.6398490071296692,0.8783035278320312,0.3446963131427765,
adding,2446,0.16090480983257294,0.8516323614780434,17.96538278869532,1.9805221557617188,0.8591437339782715,0.32496750354766846,
adding,2513,0.11496983468532562,0.9399653696872247,20.098929311335066,0.1678379774093628,0.9051814675331116,0.274289071559906,
adding,2519,0.10695713758468628,0.9531033645019765,24.688309418739067,1.5455046892166138,0.8797177076339722,0.30147215723991394,
adding,2535,0.07767532020807266,0.9479752517102306,28.154004905129064,-1.4135992527008057,0.9029937386512756,0.2596943974494934,
adding,2564,0.2897045612335205,0.7402237466392837,12.409783432747439,0.6092948317527771,0.8614828586578369,0.26738545298576355,
adding,2607,0.13295213878154755,0.9444163601814372,24.37290130555005,0.3615071475505829,0.8596645593643188,0.28311359882354736,
adding,2618,0.18909680843353271,0.9205213600086292,22.403898553409086,1.0000941753387451,0.9048322439193726,0.31297531723976135,
adding,2619,0.14950355887413025,0.9280498000546943,19.60005820593692,1.0279737710952759,0.8385352492332458,0.2830038070678711,
adding,2631,0.19107277691364288,0.8980194158958756,16.982574366723327,0.13611119985580444,0.8983756899833679,0.27778828144073486,
adding,2635,0.21484526991844177,0.901646923314095,15.995881283025234,-0.8529926538467407,0.9292680621147156,0.28777414560317993,
adding,2654,0.1091127097606659,0.9437872693640376,23.168579684911606,0.37263643741607666,0.8763447999954224,0.2649734914302826,
adding,2660,0.16197048127651215,0.8791702580522265,21.91360081047257,-0.17323532700538635,0.8639378547668457,0.28110069036483765,
adding,2669,0.3488442897796631,0.6247528794075392,12.128005441191018,0.22960662841796875,0.8381986618041992,0.3279818594455719,
adding,2680,0.2564060091972351,0.7967159127580934,14.731294399362604,0.580837607383728,0.909980297088623,0.2672942280769348,
adding,2684,0.12143657356500626,0.9575718846326682,22.78041272304278,0.28946250677108765,0.8748558759689331,0.26337897777557373,
adding,2698,0.1509862244129181,0.9202967635283019,18.942104513801194,0.7267281413078308,0.9415059089660645,0.239683598279953,
