task,image_id,lpips,ssim,psnr,image_reward,i2i_clip,i2t_clip,fid
color_changing,1274,0.15556466579437256,0.9026319313743653,19.460021393414305,-0.15406697988510132,0.9599862694740295,0.3163565397262573,
color_changing,2352,0.0881078839302063,0.9614433020317628,25.45194727277439,0.6874935030937195,0.8467196226119995,0.2980549931526184,
color_changing,2395,0.05121903121471405,0.9545488623088619,23.615184655214286,-2.163179874420166,0.94921875,0.21653851866722107,
color_changing,2456,0.24175505340099335,0.8584711891694209,15.109586355435153,1.0039036273956299,0.814180314540863,0.31023234128952026,
color_changing,2459,0.27634042501449585,0.7877791507218705,13.525063851575325,0.9794967770576477,0.7570425271987915,0.37183403968811035,
color_changing,2493,0.28700995445251465,0.8216111387742974,16.559519240390213,-1.0596681833267212,0.936590313911438,0.28612783551216125,
color_changing,2517,0.5261121988296509,0.8759240321098437,13.569568164907352,-0.8798579573631287,0.9318734407424927,0.25110533833503723,
color_changing,2561,0.06254464387893677,0.887172484444067,24.467382320922027,-1.7157822847366333,0.9528814554214478,0.21263855695724487,
color_changing,2595,0.39374685287475586,0.5284697357321686,13.662263594743626,0.9498703479766846,0.8949862718582153,0.2837827205657959,
color_changing,2614,0.2182280272245407,0.8414029411117264,13.452653897273539,1.354526162147522,0.874787449836731,0.36096179485321045,
color_changing,2642,0.5371749997138977,0.42665537300952333,12.808672587949296,1.3268351554870605,0.8248204588890076,0.28876930475234985,
color_changing,2690,0.09765954315662384,0.9265653999786347,21.915524919918163,-0.8066232800483704,0.8199856281280518,0.28787678480148315,
color_changing,2742,0.09072550386190414,0.9014080418437617,18.25241686582544,0.49337223172187805,0.8869037628173828,0.3743971586227417,
color_changing,2750,0.2419135421514511,0.7387507480324977,18.168644416670745,-2.0185468196868896,0.9329879283905029,0.19116458296775818,
color_changing,2783,0.3092769980430603,0.7915748248724005,12.742562822067695,1.2000443935394287,0.8219642043113708,0.3060922622680664,
color_changing,2801,0.4932505786418915,0.7751821298645695,11.294083628185675,0.808371901512146,0.8492628931999207,0.297481507062912,
color_changing,2903,0.3226316273212433,0.789024648792425,12.296640633539049,-0.06155121326446533,0.853473424911499,0.3413502871990204,
color_changing,3001,0.16688714921474457,0.8175241973033116,18.30074398347471,-0.7632948160171509,0.8467898368835449,0.23853006958961487,
color_changing,3018,0.43095237016677856,0.39702132677586127,13.065341886352552,1.2206034660339355,0.853012204170227,0.3553474545478821,
color_changing,3053,0.29711005091667175,0.7849384580164803,12.254064162254783,-0.01972196437418461,0.8905404210090637,0.3359385132789612,
color_changing,3162,0.12759190797805786,0.8600584978366602,19.262432198094686,0.6617913842201233,0.9311869144439697,0.2712206244468689,
color_changing,3200,0.13441917300224304,0.9212782787727426,16.858336842111804,0.34132522344589233,0.8969676494598389,0.3343665301799774,
color_changing,3221,0.12995927035808563,0.947371964227952,22.62573037261585,1.0966269969940186,0.9005610346794128,0.32128721475601196,
color_changing,3271,0.11064791679382324,0.9108373092902547,19.591256688398847,-2.1167874336242676,0.8668546676635742,0.23584038019180298,
color_changing,3306,0.23009976744651794,0.7372109525707597,16.461904005951546,1.6671466827392578,0.9097470045089722,0.29211175441741943,
color_changing,3384,0.10863897949457169,0.9332221286163943,20.58230055632372,0.26950663328170776,0.8942387700080872,0.292386531829834,
color_changing,3388,0.17761118710041046,0.8642890850088717,17.636369451967834,0.7783654928207397,0.8829032182693481,0.31666484475135803,
color_changing,3397,0.09121428430080414,0.933972542683637,19.014074909012205,0.7177798748016357,0.9382346868515015,0.2976728081703186,
color_changing,3408,0.2167152613401413,0.8716678674252537,17.008900007233063,-0.6570178270339966,0.9313152432441711,0.23293361067771912,
color_changing,3417,0.249336838722229,0.7908122945365236,13.242896187331262,0.3527529239654541,0.8410476446151733,0.2842874526977539,
color_changing,3459,0.17894287407398224,0.8711494627135417,14.301022872048295,0.34591108560562134,0.9048128128051758,0.32595691084861755,
color_changing,5888,0.06703110039234161,0.9652640269200875,25.686698685054978,0.5582906007766724,0.9564331769943237,0.25811028480529785,
color_changing,7438,0.06626957654953003,0.9510416343419638,24.828118700001998,-0.6441848278045654,0.9823524355888367,0.21889112889766693,
color_changing,8152,0.2037525773048401,0.8890178321397292,17.56065811447446,-0.06160634756088257,0.8593024015426636,0.3214437961578369,
color_changing,8154,0.25430142879486084,0.6314909025723531,10.19379773735049,-1.9091596603393555,0.9234424829483032,0.305201917886734,
color_changing,8228,0.1762419044971466,0.8140961512143656,20.019531944807806,-0.472634494304657,0.8521767854690552,0.24240830540657043,
color_changing,8234,0.1396895945072174,0.8259868985052589,14.880774387587703,-1.0464494228363037,0.939515233039856,0.2750452756881714,
color_changing,8282,0.3601921498775482,0.5038061296519962,14.451441560172753,0.5917172431945801,0.9443180561065674,0.29057446122169495,
color_changing,8340,0.14254163205623627,0.9713157735826874,22.640655005232055,0.03361353278160095,0.9575339555740356,0.2966275215148926,
color_changing,8346,0.33645451068878174,0.6723668330112437,15.512410329850193,0.14625413715839386,0.803970217704773,0.30481043457984924,
color_changing,8388,0.2773919403553009,0.7543813723153047,14.827544003101185,0.745193600654602,0.675088107585907,0.33975738286972046,
