task,image_id,lpips,ssim,psnr,image_reward,i2i_clip,i2t_clip,fid
adding,2328,0.17014575004577637,0.8296426370967466,16.99638866637098,1.3571922779083252,0.9203178882598877,0.2967986464500427,
adding,2332,0.19223883748054504,0.8814428046395673,15.530249497308615,1.1295140981674194,0.9054598212242126,0.3317009210586548,
adding,2335,0.3469341993331909,0.8918602244446708,16.477245574247643,0.6742253303527832,0.7701495885848999,0.27988600730895996,
adding,2342,0.1754690557718277,0.8524097665753133,17.821653634248264,1.7117828130722046,0.8828586339950562,0.2941291034221649,
adding,2344,0.2811127007007599,0.8500195529632308,13.510605161076345,0.9514201283454895,0.8829721212387085,0.2668648660182953,
adding,2360,0.20927157998085022,0.9012050877740814,18.987836725880488,0.4444553256034851,0.7746819853782654,0.2913152575492859,
adding,2414,0.15547579526901245,0.9310914363511921,22.510873161784552,0.5013473629951477,0.8793874979019165,0.2703692615032196,
adding,2426,0.45473426580429077,0.3785546430932762,14.513255039213488,-0.42563435435295105,0.8999935388565063,0.2605246305465698,
adding,2445,0.1423177719116211,0.8988948400809275,20.44711057777096,0.8591741323471069,0.8853635191917419,0.3426361382007599,
adding,2446,0.15838977694511414,0.8521163817451912,17.470667993971794,2.0030643939971924,0.8891550302505493,0.3282521367073059,
adding,2513,0.12309012562036514,0.9325557894278654,20.027016169540673,0.24785549938678741,0.9006421566009521,0.2714924216270447,
adding,2519,0.1495274007320404,0.9333084065487328,21.91895601459066,1.5003410577774048,0.8211845755577087,0.3011934161186218,
adding,2535,0.07175491005182266,0.9482297722419486,26.596012489047883,-2.043274164199829,0.9479063749313354,0.2631300687789917,
adding,2564,0.2916311025619507,0.7354982324417202,11.840606455251327,0.4959189295768738,0.8778902292251587,0.2658613324165344,
adding,2607,0.15948444604873657,0.9260352682540479,21.98086005408829,0.34619492292404175,0.8357884287834167,0.2869037091732025,
adding,2618,0.3598286807537079,0.49778082103166543,9.818329054663554,0.8781465291976929,0.8034392595291138,0.3312586545944214,
adding,2619,0.16974297165870667,0.9154409973498319,18.224360547751935,0.9795615077018738,0.8157224059104919,0.287458598613739,
